Job Title,Company,Link,Job Description
Data Base Administrator- Islamabad Campus,NUST,/rc/clk?jk=cbf6aea71300436a&bb=OGTvsYsyD7_lOCIfuV7BDBiiOOB7IWbRYICMGTQ1qXjlF7vrKaPOt0xvUacTOwfthQuTmSVg0Xl9TdizVV3OOje6ssnmiTqqxuToqaJSrzY%3D&xkcb=SoBV67M3DbSQIyQHFh0PbzkdCdPP&fccid=4122ee8dbe676f63&vjs=3,"Last Date: Monday, March 25, 2024
        















        Job Detail
       
















        Job Ref #: 
       

        Job/5054/03/11/2024 
       




        Age Limit: 
       

        2535 
       




        Experience: 
       





        Posted Date: 
       

        Monday, March 11, 2024 
       




        Salary: 
       

        Market Competitive
        














Job Description: 






Qualification / Experience:-


Essential


BS in Computer Science (4 years) with 2-3 years of working experience as Database Administrator (DBA) in reputed company/organization.





Desirable


M.Sc. in Computer Science with 4-6 years of working experience as Database Administrator (DBA) in reputed company/organization.


  


Key Responsibilities:-





Build database systems of high availability and quality depending on each end user’s specialized role.


Design and implement database in accordance to end users’ information needs and views.


Minimize database downtime and manage parameters to provide fast query responses.


Provide proactive and reactive data management support to organization.


Determine, enforce and document database policies, procedures and standards.


Perform tests and evaluations regularly to ensure data security, privacy and integrity .


Monitor database performance, implement changes and apply new patches and versions when required.





Knowledge / Skills / Abilities / Competencies:-





Proven working experience as a Database Administrator


Hands-on experience with database standards and end user applications


Excellent knowledge of data backup, recovery, security, integrity and SQL


Familiarity with database design and implementation using Microsoft SQL server, Oracle and PostgreSQL relational DBMS


Familiarity with Open ERP Odoo, Nginx Web proxy, PostgreSQL database pgAdmin usage


Familiarity with Oracle Enterprise Manager (OEM),pgAdmin and SQL Server Management Studio


Problem solving skills and ability to work in tough situations



Terms & Conditions:-





Candidates are required to attach scanned copies of their documents (Academics / Professional) along with their CVs.


Only selected candidates will be contacted & issued offer letter.





Candidates may be considered ineligible for the post due to any of the following reasons:-





3rd Div in academic career.


NUST employees with less than One year service with NUST and/or absence of NOC from Head of Institution.


In process of pursuing a degree.


Medically Unfit.





Candidates serving in Govt departments, Armed Forces etc may apply through their respective parent departments / organizations.





Late/incomplete applications will be ignored. Only short-listed candidates will be considered / called for test/interview and no TA/DA will be admissible.





 NUST reserves the right to cancel, modify / terminate the recruitment programme due to any reason, without notice, at any time."
Data Scientist,Techvista Systems,/rc/clk?jk=67082f25cee99f37&bb=OGTvsYsyD7_lOCIfuV7BDHW4JxRDGQhTnVx00EbwZTnE6dWpESisN666jKENTgNFUkXSZOJE4KCxgsaOSv98sXJsGBxR4JoJkEEvmqZJUbk%3D&xkcb=SoB867M3DbSQIyQHFh0NbzkdCdPP&fccid=8d861a6bb1c61b5f&vjs=3,"Data Scientist will be applying statistical, advanced analytics, machine learning, and AI techniques to solve business problems. You will collaborate with a multi-disciplinary team of technical and non-technical business stakeholders on a wide range of challenges.Responsibilities:Excellent knowledge of ML algorithms (e.g., Linear Regression, Logistic Regression, Clustering/Segmentation, Decision Tree, Random Forest Algorithm, GBM, Naive Bayes, Support Vector Machines, Deep Neural Networks (DNN), Convolutional Neural Networks (CNN), Recurrent Neural Networks (RNN), Long Short-Term Memory (LSTM) networks, Transformers, etc.)Expertise in applying statistical, advanced analytics, machine learning, and/or AI, deep learning concepts, and techniques to solve business problems. Strong programming skills using Python, SQL, PySparkExpertise in one or more areas among Large Language Models (LLM), Transformers, Natural Language Processing (NLP), deep learning, recommender systems, and related fields is highly preferred.Experience with Python libraries such as Pandas, NumPy, SciPy, Scikit-LearnStrong analytical, critical-thinking skills with demonstrated ability to identify/analyze/synthesize data and use the data to drive decisionsSuperior communication and persuasion skills with executives and non-technical stakeholders, talent for storytelling, visualization, and creating insights from data to deliver practical recommendations for business actionGood knowledge of calculus, linear algebra, statistics, and probabilityRequirements:Bachelor’s degree required, Master’s degree or Ph.D. preferred in Math, Statistics, Data Science, Analytics, Econometrics, Computer science, Operations Research, Behavioral Science, or another analytical/quantitative field required.5+ years of industry experience in data science, machine learning, AI, advanced analytics in a data scientist role, ML Scientist, research scientist, applied scientist or deep learning scientist role.4-5 years of experience with programming languages like Python, PySpark, SQL, and/or R.Experience working with relational databases using SQLExperience with data querying, wrangling, cleaning, and feature engineering working with common relational and non-relational databases in big data environments such as Azure, AWS, or Google CloudExperience generating data-driven insights and explaining machine learning and analytical concepts to diverse audiences and multiple levels of leadershipExperience with big data architecture and pipeline, such as Hadoop, Hive, Spark, and Kafka is a plusExperience of ML Ops Technologies is mandatory.Knowledge of AI Scenarios around ethics and governance."
LLM Data Scientist - Pakistan,Turing Portal,/rc/clk?jk=99b7bff0a757a2e4&bb=OGTvsYsyD7_lOCIfuV7BDCfUGLDi8KIaMRsziwh8n7LH_iT1TVdgR7L_tq8T8UKCNQ6nXig8V6ztrSiSPttDsZSkK_0Ps2PO_eQYMr2CuMY%3D&xkcb=SoDI67M3DbSQIyQHFh0MbzkdCdPP&fccid=0d3d32d6d2474015&vjs=3,"We are actively seeking talented Data Scientists & Analysts proficient in Python to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with companies in the US looking to develop cutting-edge commercial and research AI solutions.


 Job Responsibilities:

Write effective Python code to tackle complex issues, but also use your business sense and analytical abilities to glean valuable insights from public databases
Communicate clearly with researchers and help the organization in realizing its objectives
Clearly express the reasoning and logic when writing code in Jupyter notebooks
Fix bugs in the code and create thorough documentation
Utilize extensive data analysis skills to develop and respond to important business queries using available datasets (such as those from Kaggle, the UN, the US government, etc.)
Effectively communicate with the researchers to comprehend the needs and provide the results


 Job Requirements:

Bachelor's/Master's degree in Engineering, Computer Science (or equivalent experience)
At least 2 years of relevant experience as a data scientist
2+ years of Data analysis experience and a desire to have a significant impact on the field of artificial intelligence
2+ years of experience working with Python programming
Extensive experience working with Data Science/Analysis
Familiarity with SQL and related technologies is nice to have
Excellent communication abilities to work with stakeholders and researchers successfully
Strong data analytic abilities and business sense are required to draw the appropriate conclusions from the dataset, respond to those conclusions, and clearly convey the key findings
Excellent problem-solving and analytical skills
Excellent communication abilities to work with stakeholders and researchers successfully
Fluent in conversational and written English communication skills"
Data Engineer,Leverify,/rc/clk?jk=092a445873bf894c&bb=OGTvsYsyD7_lOCIfuV7BDBT9p_s_tUnWvxklN4lQWc-_07ceUtG8PAXzlEJpVzWgpAfk4XndboipX_oQr2QJtQAFIwE4jbsODextd6hOYZg%3D&xkcb=SoAh67M3DbSQIyQHFh0DbzkdCdPP&fccid=56372c1534d4ede0&vjs=3,"Role: Data Engineer
 Location: Work from home
 Job Type: Full-time (Permanent)
 Who We Are?
 Leverify LLC is an e-commerce company. We are power sellers on Amazon. It is a leading electronics wholesale distributor providing exceptional partnership experiences to resellers and businesses in North America. At the same time, the company aims to contribute to the economy of Pakistan by empowering youth and businesses.
 What We Value?
 Leverify is an employee-centric organization. Our company’s differential is employee growth and their development. We provide meaningful jobs and encourage employees to take responsibility and ownership. The flat structure of the organization enables open communication and strong collaboration between team leads, directors, and employees across the departments. We foster a friendly yet exciting and challenging work environment.
 Job summary
 As a Data Engineer, you will use various methods to transform raw data into useful data systems and then connect those systems with dashboards and various reports. For example, you’ll create algorithms and conduct statistical analysis. Overall, you’ll strive for efficiency by aligning data systems with business goals. You will need to understand business requirements and implement solutions with efficiency and Optimization..
 Job Description:

 Analyze and organize raw data
 Build data systems and pipelines
 Evaluate business needs and objectives
 Interpret trends and patterns
 Conduct complex data analysis and report on results
 Prepare data for prescriptive and predictive modeling
 Build algorithms and prototypes
 Combine raw information from different sources
 Any other task assigned by the Team Lead.

 Required Skills:

 Excel, Google Sheets (Advance)
 Google app script (medium)
 Looker Studio (Advance)

 Qualification & Experience:

 A Bachelor's or Master Degree in Computer Science or Data Science.
 Related experience of at least 1 year required (Fresh Graduates with Looker Studio Expertise are also encourage to apply

 Perks and Benefits:

 Market competitive salary
 Internet and Gym allowance
 Home-office set up
 Annual Performance appraisal
 Health insurance
 Leaves (Medical, Casual, Maternity, and Paternity)
 Employee development and engagement activities

 Note: Leverify is an equal employment opportunity employer.

 
8m02CD5JIi"
Data Engineer,Altruistiq,/rc/clk?jk=c4d553960fe9174b&bb=OGTvsYsyD7_lOCIfuV7BDJlBtPVM2USn8-3D8K7zcRrHzbuhHnv-g0xI77cz4c_MYrEKrwYvtgpzgZHeH78OM0kG2zUuWFbTWPn4TYbZWTQ%3D&xkcb=SoCV67M3DbSQIyQHFh0CbzkdCdPP&fccid=813ac6dfbd58839e&vjs=3,"Altruistiq's software solution delivers sustainability intelligence and real corporate impact in carbon reduction and beyond for large businesses that see more than 'just' reporting as the goal. Altruistiq empowers businesses with the technology to automate sustainability data measurement, management and exchange - with unparalleled accuracy and ease. We believe that sustainability is the corporate world's biggest data challenge. Our mission is to enable businesses to do more of what is measurably good, driven by data and impact intelligence. Read about our latest investment below:
 https://www.eu-startups.com/2022/07/london-based-altruistiq-raises-e17-6-million-for-its-climate-tech-software/
 The Role: Working in a multi-disciplinary, inclusive and expanding team, you will be using innovative tech and solutions to help us achieve fast growth. Whilst using and expanding your expertise, you will have the opportunity to have real impact on the planet and the product.
 More specifically you have:

Strong problem solving and analytical skills
Proficiency with Python and Pandas; some exposure to functional programming concepts
An eye for detail and a drive to write clean code that ensures high-quality, high-fidelity data
Experience working on data products that go beyond simple data pipelines (ideally cloud-native SaaS products, or experience optimising DBs / storage technologies)
Experience with unit testing, test-driven development and behaviour tests
Experience working with CI/CD process and frequent production deployments
Bachelor's degree in a highly quantitative field (Computer Science, Engineering, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional experience.

What role involves:

Take ownership and implement new features and improvements.
Actively contribute to fighting climate change and make the world a better place.
Develop and use innovative solutions to crunch diverse and sometimes massive datasets into meaningful numbers for customers.
Collaborate to build a fun culture of engineering excellence that executes quickly and safely through fast iteration, clean code, and high-quality development.
Help with architectural and infrastructure decisions and explore new technologies to make sure our app keeps working smoothly while scaling up fast.

Our benefits include:

Equity, we believe our team should all have a stake in the company we're building
A supportive culture to help you learn and develop into a better version of yourself, including a learning & development budget and policy.
Competitive compensation package.
Private health and dental insurance for you and your partner/family.
Generous pension contribution.
Unlimited holiday policy with a minimum of 25 days.
Flexible working, remote-first, with allowance to join a shared working space where you live.
Health & wellness budget, cycle scheme.
Team offsites, and annual events to spend time together as a team.
Work in a diverse, feedback-driven organisation, decentralised decision making enabling everyone to weigh in, offering lots of freedom, impact as well as responsibility.

At Altruistiq we believe a diverse team is a better team.
 We welcome you to apply, and if there are accommodations that can be made to make the application and interview process more accessible for you please just get in touch. We are committed to equal employment opportunity regardless of race, colour, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal-opportunity workplace. If there are accommodations that can be made to make the application and interview process more accessible for you please just get in touch."
Database Developer,Karma Software Solutions (Pvt) Ltd,/rc/clk?jk=53c9cd339e0036c1&bb=OGTvsYsyD7_lOCIfuV7BDP9GClZKuq7wVzspjdjeqmZNNjch0m6c4ejvmAkadeTP_HuYBkaO3PGLZFv3EdnfQvL5iuE3Qfwy_XcpjpTTzKw%3D&xkcb=SoAb67M3DbSQIyQHFh0FbzkdCdPP&fccid=8065e82ecbfac92e&cmp=Karma-Software-Solutions-%28Pvt%29-Ltd&ti=Database+Developer&vjs=3,"Job Overview:As a Database Developer, you will be responsible for designing, implementing, and maintaining database solutions that meet the needs of the organization. You will collaborate with cross-functional teams to understand business requirements, develop database designs, optimize database performance, and ensure data integrity and security.Responsibilities:Database Design and Development:
Design and develop database schemas, tables, views, and stored procedures based on business requirements and industry best practices.
Implement database solutions using SQL and other database technologies, ensuring scalability, performance, and reliability.
Data Modeling and Optimization:
Perform data modeling and normalization to organize and structure data efficiently.
Optimize database performance by tuning SQL queries, indexing strategies, and database configurations.
Implement data caching, partitioning, and other techniques to improve query performance and response times.
Data Integration and Migration:
Integrate data from various sources and systems into the database, ensuring data consistency and accuracy.
Plan and execute data migration projects, including data extraction, transformation, and loading (ETL) processes.
Database Administration:
Monitor database performance, health, and security, implementing proactive measures to address issues and mitigate risks.
Perform database backups, restores, and disaster recovery procedures to ensure data availability and continuity of operations.
Manage database users, permissions, and access controls to enforce data security and compliance requirements.
Documentation and Documentation:
Document database designs, configurations, and processes to ensure clarity and consistency.
Develop and maintain data dictionaries, data lineage diagrams, and other documentation artifacts to support database development and operations.Qualifications:Bachelor's or Master's degree in Computer Science, Information Technology, or related field.
Several years of experience in database development, administration, or related roles.
Proficiency in SQL programming and database technologies such as Microsoft SQL Server, Oracle, MySQL, or PostgreSQL.
Strong understanding of database concepts, including data modeling, normalization, indexing, and optimization.
Experience with database administration tasks, including backup and recovery, performance tuning, and security management.
Familiarity with data integration tools, ETL processes, and data warehousing concepts.
Excellent problem-solving, analytical, and communication skills, with the ability to work effectively in a team environment.Five Year ExperiencePart timeJob Type: Full-timeSalary: Rs90,000.00 - Rs100,000.00 per monthAbility to Commute:Lahore (Required)Ability to Relocate:Lahore: Relocate before starting work (Required)"
Software Engineer - Interns,Softpers Interactive,/rc/clk?jk=734adf8110fa08c4&bb=lWdIx_HyIJNXFPUvKJmH8QjV-YH2zPtxAqe3RezOkUFWCGGb1iieHwOrEAm1CXxKnNqTBeeAXS_fIGpV6v37trN8jiK2MZnGhj8V7oiETSI%3D&xkcb=SoCe67M3DbSutQwHFh0JbzkdCdPP&fccid=f92b092dee857e57&vjs=3,"Company Description
 Softpers is a full-service IT Company that synchronizes people, processes, and technology in the smartest way possible. Our global clientele ranges from startups to SMBs to Fortune 50 companies and we not only help them grow but also make sure that the implementation of our technology solutions is seamless, pain-free and result-driven. Job Description
 We are seeking highly motivated and talented individuals to join our team as Interns - Software Engineers. This internship program is designed to provide hands-on experience and mentorship to aspiring software engineers. As an intern, you will work closely with our software engineering team, participate in the development of our software products, and contribute to the success of the company.

 Collaborate with the software engineering team to develop high-quality software applications.
 Assist in the design, coding, testing, and debugging of software programs.
 Contribute to the implementation of software features and functionality.
 Work closely with team members to troubleshoot and resolve software defects and issues.
 Stay updated with the latest industry trends, technologies, and best practices.

  Qualifications


 Bachelor's degree in Computer Science or Software Engineering.
 Lahore-based candidates will be on priority.
 Strong understanding of software development principles, algorithms, and data structures.
 Familiarity with software development tools, version control systems, and debugging techniques.
 Excellent problem-solving and analytical skills with keen attention to detail.
 Effective communication and collaboration abilities within a team environment.
 Self-motivated and eager to learn and grow in a fast-paced startup environment.
 Previous experience with software development projects or relevant internships is a plus.

  Additional Information
 We have an amazing team of qualified individuals working on highly innovative enterprise projects. People who work with us work with cutting-edge technologies while contributing success to the company as well as to themselves.
 Perks & Benefits:

 Health Insurance | Medical
 Paid Holidays
 Paid Overtime
 Performance-Based Bonuses
 Monthly official Lunch
 Training and development programs"
Solution Engineering Internship,Avanceon MEA,/rc/clk?jk=dadcf800e472dcb2&bb=lWdIx_HyIJNXFPUvKJmH8am3Ub7ncKKPiWX-8CYjA5FSEahlLGr12WLazIY-pwoVUusaJst3OnTbNEmyq-Co_LwgsM_xf5K6FTkPFr1DfM4%3D&xkcb=SoAQ67M3DbSutQwHFh0ObzkdCdPP&fccid=09ba960c1f252172&vjs=3,"We, at Avanceon, are seeking highly motivated and analytical individuals to join our team as Solutions Engineering Interns. The successful candidates will undergo comprehensive training in Solution Consultancy and Business Analysis, gaining valuable insights into the intersection of technology and business strategy.
 Training Focus: Solution Consultancy and Business Analysis

 Qualifications:


Graduation degree in Computer Science or Electrical Engineering


Key Responsibilities:
1. Collaborate with cross-functional teams to understand client requirements and business objectives.
2. Assist in the design and development of tailored solutions to address client needs.
3. Conduct thorough business analysis, including data collection, market research, and competitor analysis.
4. Work closely with senior Solutions Engineers to contribute to the development of innovative and effective solutions.
5. Participate in client meetings and presentations, providing technical insights and support as needed.
6. Engage in continuous learning to stay updated on industry trends, emerging technologies, and best practices in solution consultancy.
Qualities and Skills:
1. Strong analytical and problem-solving skills.
2. Excellent communication and interpersonal skills.
3. Ability to work collaboratively in a team environment.
4. Eagerness to learn and adapt to new technologies.
5. Attention to detail and a results-oriented mindset."
Data Engineer,Unionlogix,/rc/clk?jk=09cc8aba7dd08942&bb=lWdIx_HyIJNXFPUvKJmH8T2U8LbivVvAoTw7z_YMg44n4VvleiTx6fCKmyDjddjTLDkatPVUY3wELVUOfudeICLJGwbpHRc92ZPdxdj9RtA%3D&xkcb=SoA567M3DbSutQwHFh0MbzkdCdPP&fccid=2b07e4c2d7334ed2&cmp=Unionlogix&ti=Data+Engineer&vjs=3,"About UsWe work to meet the demand for expert software development and web development services. We use technology to help you increase your productivity, simplify your business processes, and reach your full potential.These solutions allow our clients to stand out from the crowd, operate more efficiently and compete successfully in the global marketplace.Job DescriptionPosition Overview:As a Data engineer, you will play a critical role in designing, developing, and maintaining our data infrastructure, ensuring our data systems' availability, scalability, and reliability. You will collaborate closely with cross-functional teams, including data scientists, analysts, and software engineers, to support data-driven decision-making and enable the efficient processing of large-scale data.Responsibilities:Design and develop robust, scalable, high-performance data pipelines and ETL processes to extract, transform, and load data from various sources into our data lake.
Collaborate with stakeholders to understand their data requirements, and design and implement appropriate data models and database schemas to support their needs.
Optimize data pipelines and ETL processes for performance and efficiency, ensuring timely and accurate data delivery to end-users.
Monitor, troubleshoot, and resolve issues related to data quality, data consistency, and data integrity, ensuring the reliability and correctness of our data systems.
Implement and maintain data governance practices and policies, ensuring compliance with data privacy and security regulations.
Collaborate with data scientists and analysts to provide them with the necessary data infrastructure and tools for conducting advanced analytics and deriving insights.
Stay up to date with the latest trends and technologies in data engineering and recommend innovative solutions to improve data engineering processes and systems.
Document data engineering processes, data flows, and system architectures to ensure knowledge sharing and maintain an up-to-date repository of technical documentation.
Work closely with cross-functional teams, including software engineers and infrastructure teams, to optimize data infrastructure and ensure its seamless integration with other systems.Requirements:2 to 3 years of proven experience in Data Engineer.
Bachelors degree in computer science, Engineering, or a related field.
Proven experience as a Data Engineer or in a similar role, working with large-scale data processing.
Strong programming skills in languages such as Python, Java, or Scala, azure databricks, with experience in data manipulation and processing frameworks like Apache Spark.
Experience with SQL and database technologies (e.g., relational databases, SQL queries, data modeling).
Proficiency in working with big data technologies such as Hadoop, and Hive and knowledge of distributed systems and cloud computing platforms (e.g., AWS, Azure, GCP).
Familiarity with data integration and workflow management tools such as Apache Airflow.
Knowledge of data warehousing concepts and experience with data warehousing solutions is highly desirable.
Strong analytical and problem-solving skills, with the ability to analyze complex data-related issues and propose effective solutions.
Excellent communication and collaboration skills, with the ability to work effectively in a cross-functional team environment.
Attention to detail and a strong commitment to delivering high-quality work within established timelines.Job SkillsETL Tools, Relational Data Base, SQL, Java, Python, Azure data bricks, AWS, Java Script, Data ManagementJob DetailsIndustry:IT Services and DevelopmentFunctional Area:Software & Web DevelopmentTotal Positions:1 PostJob Shift:Day ShiftJob Type:Full Time/PermanentJob Location:Lahore, PakistanGenderMaleMinimum EducationBachelorCareer LevelExperienced ProfessionalMinimum Experience2 to 3 YearsApply Before:Feb 28, 2024Posting Date:Feb 26, 2024Job Type: Full-timeAbility to Commute:Lahore (Required)Ability to Relocate:Lahore: Relocate before starting work (Required)"
Junior BI Analyst,PriceOye,/rc/clk?jk=f4e06fe0408cc92d&bb=lWdIx_HyIJNXFPUvKJmH8cR0OkoMLTfmFvOmk-miebZE93V2t1_i0S0-uIVkt0YN3dwvV27B8RzPmY4Es5E0LO7rN2bopq09Og1LKv3Xvf8%3D&xkcb=SoDQ67M3DbSutQwHFh0DbzkdCdPP&fccid=e66b04ee2b14ad48&cmp=PriceOye&ti=Business+Intelligence+Analyst&vjs=3,"PriceOye is looking for a Business Intelligence Analyst to join our team! As a Business Intelligence Analyst you will collaborate with all other departments (Operations, Product Managers, and Product Strategy) of our company.With the experience gained through this job you will be able to develop an internal career path and grow within the company. As the company grows, this role will have a lot of progression and you’ll have the opportunity to take on a leadership role if desired.About us:PriceOye Technologies is a leading ecommerce platform specializing in mobile phones and consumer electronics. Our goal is to provide customers with a seamless shopping experience, offering competitive prices and a wide range of products.Responsibilities:The main duties and responsibilities of a Business Intelligence Analyst include:Learning and fully understanding the data landscape in databases and applications
Reviewing and validating data
Gathering end user reporting and dashboard requirements
Developing dashboards and creating reports and supporting users with them
Communicating insights to senior management and across the organisation.
Develop policies and procedures for the collection and analysis of data
Create or discover new data procurement and processing programs
Monitor analytics and metrics results
Perform data profiling to identify and understand anomalies.Requirements:Bachelor’s Degree in Computer Science, Information Technology, Finance or similar
Strong reporting skills to present insights concisely.
Knowledge in Technology such as C#, VSTO, SharePoint, SAS, Power BI, MEAN Stack are a big plus
Able to work both alone to analyze findings as well as a member of a team to work with other departments, such as when implementing new data analysis software.
Ability to communicate findings with management.
Strong analytical and critical thinking skills.Job Type: Full-timeAbility to Commute:Islamabad (Required)"
Digital Data Analyst,iHorizons,/rc/clk?jk=2ce24184149a2140&bb=lWdIx_HyIJNXFPUvKJmH8Zdftfy2V5EnjoV6U0oUBq-JF38Fm_ub0MgRsUMfIqkoNqAKXkuFJiTUmdy3eG8GkaTUBPy8pqtHCrA_XLjtD1I%3D&xkcb=SoBN67M3DbSutQwHFh0AbzkdCdPP&fccid=29f1f1b12efdc975&vjs=3,"Job Summary
  You will be responsible for organizing data and ensuring data is accurate and high-quality. You will be responsible for analyzing, designing, and presenting in a way that assists the management to make better decisions.
 
 Reporting Structure
 
 This job reports to the Engagement Manager
 Job Objectives
 
 Managing master data, including creation, updates, and deletion
 Identify, analyze, and interpret patterns and trends in complex data sets.
 Prepare final analysis reports for the stakeholders.

 Job Responsibilities
 
 Acquire data from primary or secondary data sources and maintain databases/data systems.
 Removing corrupted data and fixing coding errors and related problems.
 Developing and maintaining databases, and data systems – reorganizing data in a readable format.
 Filter Data by reviewing reports and performance indicators to identify and correct code problems.
 Review and confirmation of data layers implemented by developers.
 Create analytics and dashboards to be implemented by developers for Apps and Web Projects.
 Performing analysis to assess the quality and meaning of data.
 Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets could be helpful for diagnosis and prediction.
 Preparing reports for the management stating trends, patterns, and predictions using relevant data.
 Preparing final analysis reports for the stakeholders to understand the data-analysis steps, enabling them to make important decisions based on various facts and trends
 Job Requirements
 
 Bachelor’s degree in computer science or any relevant major.
 Excellent Experience with (Google Analytics/Firebase), (Clever Tap/MO Engage),) and (Adjust/Branch) is a must.
 Excellent Experience with writing complex SQL queries, preferably in Standard SQL (Big Query)
 Excellent Experience with building dashboards using visualization/storytelling tools such as Data Studio to monitor and improve App/Web performance and campaigns.
 Experience in one of the major Cloud Platforms such as GCP.
 Strong background in digital marketing on App/Web and running tools related to campaigns, data, and automation.
 Popular Data Science tools and languages, like Python, Jupyter Notebooks,
 NodeJSPrediction model analysis & AI.  This is Work from Home position

 
DcBMhk0ran"
Data Scientist,Codrivity,/rc/clk?jk=60ed49b95a322a16&bb=6aOZj8h1HHeide9qO1kssEl8MernEek6Xbr3xwuRbI29uMERnxz5THHqgufBI1mWr6VCKg4s6u0kusjicRZBCfmaXkgPNlcirVFXUEsACTw%3D&xkcb=SoCF67M3DbStmgwNHx0ZbzkdCdPP&fccid=f6a77056cbf28402&cmp=Codrivity&ti=Data+Scientist&vjs=3,"Are you ready to be at the forefront of digital innovation, shaping the future as data scientist at Codrivity?As a global leader in IT and AI solutions, Codrivity is renowned for its cutting-edge approach to digital transformation. With a vast presence spanning across EMEA, Asia and America, we are pioneers in delivering tailored services in SaaS development, IT consulting and e-commerce solutions.ResponsibilitiesCodrivity is seeking for a talented Data Scientist for a full-time, on-site position. The chosen candidate will play a pivotal role in· Perform statistical inference on large data sets to inform decisions and drive actions, including job data cleaning and implementing model pipelines for ML ops and LLM ops· Conduct custom analysis by drilling down on results and problem-solving· Build predictive models to optimize agent and customer interactions, leveraging pipeline ML ops and LLM ops techniques· Collaborate and communicate effectively with data analytics and cross-functional teams on a task basis· Adapt theoretical concepts and standardized techniques to real-world problems, applying statistical inference and mathematical optimization principles· Lead production activities on deployed accounts or execute on deployment plans, ensuring smooth operations and performance optimizationWhat are we looking for?· Bachelor's or Master's degree in Computer Science, Engineering or related quantitative field· 1 - 2 years of working experience in relevant field· Programming experience in one or more of the following languages: R, Python, Julia, SQL, with expertise in implementing model pipelines· Strong foundation in cloud-native development with familiarity in GitHub/GitLab and AWS/GCP/Azure· Proficiency in Apache Hadoop, Spark and Kafka· Strong experience with statistics, machine learning, linear programming, or mathematical optimization, both practical and theoretical· Strong attention to detail and ability to handle complex data setsWhy Codrivity?Innovation-driven culture fosters creativity and exploration
Global presence offers exposure to diverse markets and cultures
Work with cutting-edge technologies like AR/VR, Block chain, and data analytics
Flexible working hours
Collaborative environment promotes teamwork and mutual support
Emphasis on work-life balance for overall well-being
Paid leaveIf you're passionate about building your career as data scientist and eager to contribute your expertise to our dynamic team, we encourage you to apply.Creating a diverse and inclusive workplace is one of Codrivity's core values. We are an equal opportunity employer and welcome people of different backgrounds, experiences, abilities and perspectives.Job Type: Full-timeApplication Question(s):What is your Salary Expectation?Ability to Commute:Islamabad (Required)Ability to Relocate:Islamabad: Relocate before starting work (Required)"
Software Engineer,Energy Informatics,/rc/clk?jk=b650e8f8ab099c2b&bb=6aOZj8h1HHeide9qO1kssIIAQDiV1pmJde9q4wAy5fldpWUzqr_n60NPN2llNm0LnxXg_h0jQvbrHiSGMk3oaOy9UNE6BSE2Um-aXJxaZRE%3D&xkcb=SoAx67M3DbStmgwNHx0YbzkdCdPP&fccid=a0c112181d8d1a3a&cmp=Energy-Informatics&ti=Software+Engineer&vjs=3,"About Us:Enfo.ai is a leading provider of energy monitoring and management solutions, dedicated to helping organizations optimize their energy consumption and reduce their environmental footprint. We are seeking a highly motivated and skilled Software Engineer to join our dynamic team in developing cutting-edge applications.Position Overview:As a Software Engineer, you will play a key role in the development of our application back-end systems, which empowers businesses and individuals to track, analyze, and optimize their energy usage. You will work closely with our cross-functional team of engineers, data scientists, and domain experts to design, implement, and maintain data-driven features and solutions that enhance the efficiency and sustainability of our clients' operations.Key Responsibilities:1. Application Development: Design, develop, and maintain robust, scalable, and efficient web applications.2. Data Analysis: Collaborate with data scientists to implement data analysis and visualization tools, allowing users to gain valuable insights from their data.3. Algorithm Development: Create and optimize algorithms for real-time data processing, anomaly detection, and predictive analytics.4. Integration: Integrate external data sources, APIs, and hardware interfaces to collect and aggregate timeseries data.5. Testing and Quality Assurance: Ensure the reliability and accuracy of the software through rigorous testing, debugging, and code reviews.6. Documentation: Document code, processes, and technical specifications for internal and external reference.7. Collaboration: Work closely with cross-functional teams, including data scientists, software engineers, and domain experts, to translate business requirements into technical solutions.8. Continuous Learning: Stay up-to-date with the latest developments in technology stacks to suggest improvements and innovative features.Qualifications:- Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.- Proven experience [1 year+] in software development, with a preference for R/Python.- Solid understanding of data structures, algorithms, and software design principles.- Experience with data analysis and visualization libraries in R/Python (e.g., ggplot2, dplyr).- Familiarity with IoT devices and data acquisition protocols is a plus.- Proficiency in version control systems (e.g., Git) and collaborative development workflows.- Strong problem-solving skills and the ability to work in a fast-paced, collaborative environment.- Excellent communication skills and the ability to convey technical concepts to non-technical stakeholders.Benefits:- Competitive salary- Meaningful work contributing to a sustainable future- Opportunities for professional development and training- A collaborative and inclusive work environmentHow to Apply:If you are passionate about software engineering and you are excited to work towards a sustainable future, we encourage you to apply! Please submit your resume and a cover letter explaining why you are a strong fit for this role to eshakulsoom@energyinformatics.pkJob Type: Full-timeSalary: Rs60,000.00 - Rs120,000.00 per monthExperience:Software Engineer: 1 year (Preferred)Ability to Commute:Lahore (Preferred)"
