Job Title,Company,Link,Job Description
Business Analyst,Topdot Pvt Ltd,/rc/clk?jk=3f85163858fbc3bd&bb=BeM3vSrZTy_EXC0K8OEt3fIlBStMBaRgISgpWLo1Ks1QwQyG4WtEcZ1OloitNhJdKd06Yk6F-LFhR-Etx2jh9r-OhrVCeF_BMLUxuMm9yNw%3D&xkcb=SoDL67M3DbSS_YQNJh0DbzkdCdPP&fccid=8f0ec679524e8b70&cmp=Topdot-Pvt-Ltd&ti=Business+Analyst&vjs=3,"Job Title: Business AnalystCompany: Dotlogics / TopdotWe are seeking a skilled and motivated Business Analyst to join our dynamic team. As a Business Analyst, you will play a vital role in driving business growth and efficiency by analyzing data, identifying trends, and providing actionable insights. You will collaborate with cross-functional teams to define business requirements, streamline processes, and optimize performance. The ideal candidate possesses strong analytical skills, business acumen, and excellent communication abilities.ExperienceAt least 3-5 years of relevant experience.Education & Professional QualificationBachelor's degree in Business Administration, Computer Science, or a related field.
Certification(s): Not mandatory but certification in a relevant field will be considered a plus (e.g., CBAP, PMI-PBA).Responsibilities:Collaborate with stakeholders to gather and document business requirements and objectives.
Analyze existing business processes, identify gaps, and propose improvements.
Develop process models, flowcharts, and diagrams to visualize and communicate findings to stakeholders.
Prepare detailed requirement specifications, including user stories, use cases, functional requirements, and non-functional requirements.
Ensure clarity, completeness, and feasibility of requirements.
Engage with stakeholders to validate requirements, clarify ambiguities, and resolve conflicts.
Facilitate effective communication between business users, developers, and project managers throughout the project lifecycle.
Collaborate with the development team to translate business requirements into technical specifications.
Provide input on system design, user interface, and data models to ensure alignment with business needs.
Use data visualization techniques to present findings and make data-driven recommendations for process improvements.
Support the testing phase by developing test cases, conducting user acceptance testing (UAT), and ensuring that solutions meet business requirements.
Collaborate with QA teams to resolve issues and perform defect tracking.
Assess the impact of proposed changes on business processes, systems, and stakeholders.
Develop change management strategies and support the implementation of new processes and technologies.
Stay updated on industry best practices, emerging technologies, and market trends.
Identify process optimization, automation, and innovation opportunities to drive operational excellence.Requirements:Proven experience as a Business Analyst or similar role (preferably in e-commerce projects/products/services)
Strong analytical and problem-solving skills with the ability to think critically and provide innovative solutions.
Knowledge of business process modeling techniques (e.g., BPMN) and tools.
Familiarity with software development methodologies (e.g., Agile, Waterfall).
Experience in data analysis, including data modeling, SQL queries, and data visualization tools (Google BigQuery, Data Studio, Power BI …).
Excellent communication and interpersonal skills to effectively collaborate with diverse stakeholders and teams.
Robust documentation and presentation skills to create clear and concise requirement specifications.
Ability to work independently, manage multiple tasks, and meet deadlines in a fast-paced environment.
Business acumen and understanding of industry-specific challenges and trends.What do we offer?Learning & Collaborative working environment.
Excellent career growth opportunities
Excellent salary & fringe benefitsLocation : Lahore with Timings from 9 AM - 6 PM PSTHow to ApplyInterested candidates are encouraged to submit their resume by applying here or by emailing hr@topdot.pk with the job title in the subject line.Job Type: Full-timeSalary: From Rs100,000.00 per month"
Server Administrator (m/f/d),EU Tech Chamber,/rc/clk?jk=966815dffc8a9e7f&bb=BeM3vSrZTy_EXC0K8OEt3YdzMNTreP0bjjozVdCfMzF7vlOMmWKaGMVya61ukxqoInaiCDEJMk64KXApPzyOgcvIndqwV39F3sQ52reEWgw%3D&xkcb=SoB_67M3DbSS_YQNJh0CbzkdCdPP&fccid=8b3d553a3891950d&vjs=3,"The European Technology Chamber is a registered NGO that enables European companies to use their technologies for the benefit of Europe and mankind - following our vision ""Technology obliges"". As Europe’s leading tech network, we are constantly enlarging our team to serve our network even better.
 We are currently building our team and now searching for
 Server Administrator – (m/f/d) - 100% remote
 Your daily tasks: 

Manage and maintain Linux servers, ensuring their security, availability, and performance
Perform system configuration, software installation, updates, and patch management on Linux servers
Hand on experience and knowledge about Hyper-V environment (e.g. with PowerShell, Azure) 
Implement and maintain security measures, including firewalls, intrusion detection, and access controls, to protect server infrastructure.
Monitor server performance, identify bottlenecks, and implement optimizations to enhance server efficiency
Set up and manage server backups and disaster recovery plans to ensure data integrity and business continuity
Investigate and resolve server-related issues, working closely with cross-functional teams as needed
Administer user accounts, permissions, and access controls on Linux servers
Ensure that server configurations and practices adhere to industry standards and regulatory requirements
Maintain accurate documentation of server configurations, procedures, and best practices
Automation: Develop and implement automation scripts and tools to streamline server administration tasks



 What we are looking for:

Bachelor's degree in Computer Science, Information Technology, or Certification in related field 
Proven experience as a Linux Server Administrator, Docker-Compose, CapRover (Open source Docker Management) 
Advanced experience in Microsoft (Microsoft Admin, Hyper-V, Azure) 
Strong understanding of server security best practices




 We offer:

 We stand for the vision of a better and more sustainable world - hand in hand with European technology companies. With the personalities who are active in our organization worldwide, you create a great network and inspiration for your daily work - also for your personal future. So you get the chance to grow with us and the whole EU Tech Chamber.
 Our offer is a role in a fast-moving international organization. If you are looking for an activity with meaning and real impact in a fast growing and truly international organization, apply now with your resume.
 You can find more information about us at www.eutec.org"
Research Analyst,The Beaconhouse Times,/rc/clk?jk=dbe76a61fd726b3c&bb=BeM3vSrZTy_EXC0K8OEt3QjsBxagE7LveYSM3KXdyXt-yu2ywAoDlfySpoNSsQjxkX0Ka9MNETuhgmvI4iEr0cb215xLT8JWpB0vy17m5Bs%3D&xkcb=SoDi67M3DbSS_YQNJh0BbzkdCdPP&fccid=455d2e84cdd8b5eb&vjs=3,"Total Positions:


     1
    




Company:


     Beaconhouse International College
    




Location(s):


     Lahore
    




Education/Qualification:


     Bachelor's in Political Science
    




Required Experience:


     1-3 Years
    




Preferred Gender:


     Any
    




Travelling:


     On Demand
    




Apply By:


March 31, 2024







Job Description:


Conduct research using a variety of sources, including primary and secondary data sources
Collect and analyse data to identify trends and patterns to inform business decisions
Develop and maintain databases to track and manage research data
Prepare reports and presentations that summarise research findings and provide actionable insights
Collaborate with other teams within the company to provide research support and help inform decision-making
Stay up-to-date with industry trends and developments to inform research projects
Continuously monitor and evaluate research methodologies to ensure data accuracy and reliability Skills:
Strong analytical and critical thinking skills
Excellent communication and presentation skills
Proficiency in statistical analysis and data visualisation tools (e.g., Excel, SPSS, Tableau)
Experience of working with large datasets and databases
Ability to work independently and as part of a team
Strong attention to detail and accuracy
Experience in a research or analytical role is preferred
Ability to manage multiple projects simultaneously"
Business Analyst,3&four Technologies,/rc/clk?jk=67a1763a2f4a5bac&bb=BeM3vSrZTy_EXC0K8OEt3SYyd-UTjWTG_X7zb-8BKadmhA_trMbFx7SiiRNhV_6Pm_wA26cM73Un7Fv2iqIEQqktkwOHK4BkD5aH1vFJ6HY%3D&xkcb=SoBW67M3DbSS_YQNJh0AbzkdCdPP&fccid=c278eb9420004bf6&cmp=3%2526four-Technologies&ti=Business+Analyst&vjs=3,"Job description for a Business AnalystAnalyzing and interpreting data: The business analyst is responsible for collecting and analyzing data to provide insights into business performance. This includes monitoring and analyzing metrics related to sales, marketing, customer service, and other key performance indicators.
Developing reports and dashboards: The business analyst is responsible for creating and maintaining reports and dashboards that provide data-driven insights to stakeholders. This includes identifying key metrics and visualizing them in a way that is easily understandable to others.
Identifying trends and opportunities: The business analyst is responsible for identifying trends and opportunities in the data. This includes identifying areas where the business can improve performance, as well as identifying potential new opportunities for growth.
Collaborating with cross-functional teams: The business analyst works closely with other teams, including sales, marketing, customer service, and product development, to understand business needs and develop data-driven solutions.
Communicating insights: The business analyst is responsible for communicating insights and recommendations to stakeholders in a clear and concise manner. This includes presenting data and insights in meetings, as well as preparing reports and presentations.
Maintaining data integrity: The business analyst is responsible for ensuring the accuracy and completeness of data used in the analysis. This includes working with IT and other teams to ensure data is properly collected, stored, and maintained.
Staying up-to-date on industry trends: The business analyst is responsible for staying up-to-date on industry trends and best practices in data analysis. This includes attending conferences and workshops, as well as reading industry publications.Qualifications:Bachelor’s degree in Business Administration, Data Science, or a related field
Demonstratable knowledge of digital marketing (Either via 1-2 years of experience or numerous courses done in digital marketing). This is the most important requirement and the interview will be focused on this specific point
Experience working with Hubspot or similar CRM software is preferable
Strong analytical and problem-solving skills
Excellent communication and presentation skills
Proficiency in data analysis tools, such as Excel and SQLExpected Start Date: 01/03/2024Job Type: Full-timeSalary: Rs30,000.00 - Rs50,000.00 per monthEducation:Bachelor's (Preferred)Experience:Business analyst or Digital Marketing: 1 year (Preferred)License/Certification:Certification of Digital Marketing (Preferred)Expected Start Date: 01/03/2024"
Client Coordinator,eGeeks Global (Pvt) Limited,/rc/clk?jk=4a290fe6c58ef95c&bb=BeM3vSrZTy_EXC0K8OEt3aFQ0u2xVKeFMYiFqV_9RfkGY56pWvACveEHfy9idgQHFPQx0Ztt1sw2oG8ZB_5dF6Dlw-6v8sjgbGjsCHrft_E%3D&xkcb=SoDY67M3DbSS_YQNJh0HbzkdCdPP&fccid=56398383833d6395&cmp=eGeeks&ti=Client+Coordinator&vjs=3,"Ready to embark on an exciting journey? We're searching for talented individuals to join our elite team of Client Coordination. Whether you're a Computer Engineer, Information Technology or a Computer Science graduate, this opportunity is for you!Essential Duties / Responsibilities as a Coordinator:· Submitting timely proposals for the projects.· To ensure that clients receive the highest level of service and satisfaction by ensuring they have a remarkable experience and issues are handled efficiently and by the team.· the Main role is to ensure customer satisfaction through comprehensive, effective, and timely project delivery and execution.· Maintaining the best level of sales and service to both new and existing customers. In particular, you will be maximizing the sales and margin potential of the business in line with the agreed objectives.· Also overseeing and coordinating interactions between the client and the team to make sure the client's needs are met.· They must also be excellent problem-solvers to address issues that may arise.· Cultivate long-term relationships with customers· Attention to detail ensures that the client's project and requests are completed on time.· Effective use of the company's CRM to ensure all project data is managed and updated on a timely basis.Requirements:Skills: Excellent communication skills (verbal & written)Computer Expert (Microsoft Excel and Word)Min Qualification: Graduation with English proficiency.Experience: At least 01 year of experience in the same field as a full-time in-house employee. Fresh candidates are also welcome to apply.Students enrolled in ongoing degree programs will not be considered.Morning Shift Timing: 09:00AM-06:00PMEvening Shift Timing: 02:00PM-11:00PMJob Types: Full-timeSalary Range: Rs40,000.00 To Rs60,000.00Job Type: Full-timeSalary: Rs40,000.00 - Rs60,000.00 per month"
Content Writer,PREDAM Services (Pvt.) Ltd.,/rc/clk?jk=e471c449f6b2d95c&bb=BeM3vSrZTy_EXC0K8OEt3RQRvIBrEGhf1pYvebH9R_dtJMVjrafD69Fd4haHsLhMAsL0eqUKAtL7itxORa9niyaVWEjKicGdfwcmUmOXsRA%3D&xkcb=SoBs67M3DbSS_YQNJh0GbzkdCdPP&fccid=07d64a7259e55050&cmp=PREDAM-Services-%28Pvt.%29-Ltd.&ti=Content+Writer&vjs=3,"PREDAMS is a marketing and services company located in Islamabad, Pakistan. Are you a talented wordsmith with a passion for helping individuals stand out in their professional pursuits? We're seeking a creative, energetic, and talented Freelance Content Writer to join our team. As a content-driven service, we understand the importance of impactful and tailored documents in today's competitive job market.We offer a great environment to learn new skills and progressive career growth awaits the selected candidate. To be successful in this position, you’ll need to be a self-starter, capable of delivering brilliant creative ideas, and show amazing attention to detail.ResponsibilitiesStrong research skills to produce accurate and well-informed content
Knowledge of SEO principles and the ability to incorporate keywords seamlessly into your content
Research and analyze top SEO content topics
Collaborate with the marketing and design teams to create compelling and informative content for our website's service pages
Research and develop relevant and valuable blog posts on various digital marketing topics
Your blogs will not only establish our agency as thought leaders in the industry but also provide valuable insights to our audience, fostering engagement and driving organic traffic
Your writing will showcase our agency's expertise, services, and unique value proposition, attracting potential clients and building trust
Review and proofread your own work to maintain high-quality content, ensuring that it is error-free, well-structured, and adheres to the agency's brand voice and guidelines
Collaborate with other team members, including designers, marketers, and subject matter experts, to create comprehensive and impactful content that meets clients' needs and expectations
Stay up-to-date with the latest digital marketing trends, industry news, and best practices. Conduct research to gather valuable data and insights that will support your content creation effortsRequirementsBachelor’s Degree in Computer Science, Communication, Marketing, Journalism, English Literature or relevant subjects
3 years of proven experience as a content writer
Work as part of a team and good soft skills
Think creatively and develop new ideas
A creative thinker with the ability to adapt writing style as per the target audience and client requirements
Excellent command of the English language and outstanding writing, editing, and proofreading skills
Proven experience as a Content Writer, preferably within the digital marketing domain
Strong understanding of SEO principles and keyword research to optimize content for search engines
Ability to work under tight deadlines and manage multiple projects simultaneously
Be a great team player and ability to manage time efficiently under pressure
Strong ability to design with accessibility in mindJob Types: Full-time, Part-timeSalary: Rs20,000.00 - Rs30,000.00 per monthExpected hours: 25 – 30 per weekApplication Question(s):This is a remote job, are you available to join this position?
How much do you expect your salary per month?
Please let me know a little bit about yourself, show me your creative thoughts?
Where do you see yourself in 5 years?
What are your darkest and darkest thoughts and also please let me know some of your most hidden & horrifying anonymous mysteries, deepest & darkest fantasies, and naughtiest secrets that you would like to tell someone but afraid to?
In our environment, why do most of the darkest secrets end up being in some kind of sexual cases?
Before submitting your application/resume, kindly please share your portfolio with me and answer all the above questions (because this is your initial test)?Education:Bachelor's (Preferred)Experience:content writing: 3 years (Preferred)"
"Intern (Admin, Finance, Data Analytics, GIS/Remote Sensing, Hydrology, Electrical, Electronics, Economics, and Monitoring & Evaluation",International Water Management Institute (IWMI),/rc/clk?jk=dc82c3868dd30a88&bb=BeM3vSrZTy_EXC0K8OEt3Ux393pRTo6pIYlFplBpmOMRz10rdl-Mbs1zo82UzMTXGQB2jHcMO6vICsPh1LDMuPVaZM95QuGH_s4YZBEVtpk%3D&xkcb=SoDx67M3DbSS_YQNJh0FbzkdCdPP&fccid=6b390915491083f5&vjs=3,"Posted date


    29th February, 2024
   

Last date to apply


    15th March, 2024
   




Category


    Development Sector 
   




Type


    InternshipProposed Job title



 Intern (Admin, Finance, Data Analytics, GIS/Remote Sensing, Hydrology, Electrical, Electronics, Economics, and Monitoring & Evaluation





Reports to



 Country Representative



 Supervision



 Country Representative





Job category



 Intern



 Location



 Lahore, Pakistan





Period



 1 Year



 Application Deadline



 March 15,2024





Job Purpose:
 The International Water Management Institute (IWMI), a CGIAR Research Center, is looking for competent, self-motivated, and dynamic candidates to join as Intern on multiple projects. The IWMI Pakistan office is running various projects analyzing the implications of climate change on water and food security, energy, ecosystems, and marginalized urban and rural communities in Pakistan. The intern will support the project teams in the implementation of various research and administrative activities. Reporting to the project manager, the intern will assist in a wide range of tasks including but not limited to compiling literature reviews, data collection and analysis, and report writing, admin, finance and among other tasks.
 GENERAL DUTIES AND RESPONSIBILITIES

Assist subject specialist in conducting literature reviews on the areas e.g. conducting literature review, compiling data sets, and data analysis. 
Assist the administration and finance specialist in administration duties and financial reporting. 
Assist the technical team in organizing events e.g. seminars, workshops and training. 
Assist with the development of research tools, including interview guides and survey questionnaires. 
Participate in IWMI’s various policy and science knowledge forums, workshops, and meetings and take detailed notes of proceedings. 


Perform any other duties within the scope of the project, as required. 

KNOWLEDGE, SKILLS AND ABILITIES REQUIRED

Excellent interpersonal skills and teamwork. 
Good problem-solving skills. 
Good command of Windows Operating System Environment. 
Good IT skills particularly in Outlook, Word, Excel. 
Good spoken, written, comprehension of English. 
Good spoken, written, comprehension of Urdu. 
Ability and willingness to travel to other cities across Pakistan. 

MINIMUM EDUCATIONAL QUALIFICATIONS AND EXPERIENCE REQUIRED

For Administration and Finance Inten: Master’s degree in Business Administration 
For GIS & Remote Sensing: Master’s degree in GIS and Remote Sensing 
For Water Resources Engineering and Management: Master’s degree in any of Hydrology, Agricultural, Water Resources, Electrical and Civil Engineering 
For Monitoring &Evaluation and Economics: Master’s degree in any branch of Economics (Development Economics, Data Analytics, Agricultural Economics) 

Duration of the Assignment:
 The interns will be hired for the above tasks for a 1 year at the IWMI Pakistan office based in Lahore, with some travel to other cities or project sites as required."
Data Analyst,Sparking Asia,/rc/clk?jk=62f77c7c29b0d9c6&bb=gWU1snqWskUqSELhTpTZdNLNYBhXV1f3vSClR-wKL40fRvX6Cx7z8szrkRcBXRhZ4TNvB9bDQEkhX0lAB4N2yKX95kOhekvR1CQqR7grx2c%3D&xkcb=SoDm67M3DbSSLeQHKx0LbzkdCdPP&fccid=f83d89836e5b78fc&cmp=Sparking-Asia&ti=Data+Analyst&vjs=3,"Job Title: Data AnalystCompany Name: Sparking AsiaShift Time: 6:00 PM to 3:00 AM, Monday to FridayJob Overview:Sparking Asia, a dynamic and forward-thinking company, is seeking a skilled and detail-oriented Data Analyst to join our team. The Data Analyst will play a crucial role in analyzing and interpreting complex data sets, providing valuable insights, and contributing to data-driven decision-making processes. The successful candidate will thrive in a fast-paced environment during evening shifts (6:00 PM to 3:00 AM) from Monday to Friday.Responsibilities:Data Collection and Processing:
Gather, clean, and process large volumes of data from various sources to ensure accuracy and completeness.
Data Analysis:
Perform in-depth data analysis, identify trends, patterns, and anomalies, and generate actionable insights to support business objectives.
Reporting:
Prepare and present comprehensive reports and dashboards that communicate key findings and data-driven recommendations to stakeholders.
Data Visualization:
Create visually compelling charts, graphs, and visualizations to effectively communicate complex data sets to both technical and non-technical audiences.
Statistical Analysis:
Apply statistical methods to interpret and validate data, ensuring the reliability of findings.
Data Quality Assurance:
Implement and maintain data quality standards and processes to ensure the integrity of the organization's data.
Collaboration:
Collaborate with cross-functional teams to understand business needs and contribute insights that support strategic decision-making.
Continuous Improvement:
Stay abreast of industry trends, tools, and technologies related to data analysis, and recommend improvements to existing processes.Qualifications:Bachelor's degree in Data Science, Statistics, Mathematics, Computer Science, or a related field.
Proven experience as a Data Analyst or similar role.
Proficient in data analysis tools and programming languages (e.g., Python, R, SQL).
Strong analytical and problem-solving skills.
Excellent communication and presentation abilities.
Ability to work independently and meet deadlines.
Comfortable working during the evening shift (6:00 PM to 3:00 AM) from Monday to Friday.Job Types: Full-time, FresherSalary: Rs40,000.00 - Rs60,000.00 per monthEducation:Bachelor's (Preferred)Experience:Data Analyst: 1 year (Preferred)Language:English (Preferred)Ability to Commute:Rawalpindi (Required)Ability to Relocate:Rawalpindi: Relocate before starting work (Required)Application Deadline: 22/02/2024"
Trainee AI/ML Engineer,Avanceon MEA,/rc/clk?jk=aa84672630221cb4&bb=gWU1snqWskUqSELhTpTZdJOn5yHjmfUGykUagd9wP87SSmqaIf8JimYXarhj-QPmyHmvrGQ_ZgEYtzK3jS18bYg7X76ATe9qnh51mFVVr-A%3D&xkcb=SoBS67M3DbSSLeQHKx0KbzkdCdPP&fccid=09ba960c1f252172&vjs=3,"We, at Avanceon, are seeking highly motivated and analytical individuals to join our team as Trainee AI/ML Engineers. The successful candidates will undergo comprehensive training in Developing and Implementing machine learning models and systems.

Eligibility Requirements

Enrolled or Freshly Graduated in computer science, electrical engineering or robotics with emphasis on deep learning and machine learning degree-seeking program at the Graduate-level.


Trainee Work Period: Must be available to work full-time (approximately 40 hours per week) during a 10–12-week period. Specific start dates are shared during the recruiting process.

Primary Function of Position
We are seeking a self-motivated individual to support our ML Research team in projects focused on, Machine Learning, Deep Learning and time series data Analytics and contributing to new technology development in the area of Operational Technology. This role is an exciting opportunity to join our AI team team and contribute to its future growth and it will give you an opportunity to test your knowledge in a challenging problem-solving environment.
Roles & Responsibilities
The training will include:

Research, design and implement algorithms in deep learning, machine learning and statistical models.


Contribute to research projects that develop a variety of algorithms and systems in time series process data analysis


Develop new and/or improve previously developed video/image semantic segmentation methods


Work with an existing DL and ML data pipeline and toolset and improve aspects of it


Work closely with Data Engineering team on data pipeline development to build AI solutions according to the client requirements.


Articulate and document the solutions architecture and lessons learned for each exploration and accelerated incubation


Work with stakeholders and project teams for delivering feedback and enabling team members to make necessary changes in product performance or presentation.

Skills, Experience & Training

Experience building systems based on machine learning and/or deep learning methods.


Strong hands-on Python/R skills.


Hands-on experience on pandas, NumPy, matplotlib/scikit learn.


Strong hands-on experience with deep learning frameworks such TensorFlow, PyTorch, 


Good hands-on experience with the state-of-the-art deep learning and machine learning models for time series data.


Good hands-on experience with SQL and no-SQL database.


Knowledge of Data Lake and Data Marts. 


Experience with cloud environments (Azure is plus)


Self-starter and able to work in a collaborative and result oriented environment."
Machine Learning Internship,Ezitech Institute,/rc/clk?jk=4bb6af9b6fc7cc08&bb=gWU1snqWskUqSELhTpTZdNCvY8tk6yMaSISr_xaWocVbMxY4tnnDUE1q-0lPjqmhvNa_KOT50bfes_YJtMoPlE5BoCgIwC-XmxgX-RaYs-o%3D&xkcb=SoDP67M3DbSSLeQHKx0JbzkdCdPP&fccid=8d47f38aa51a46ca&cmp=Ezitech-Institute&ti=Machine+Learning+Engineer&vjs=3,"Are you ready to start your path to becoming a Data Scientist! Use Python for Data Science and Machine Learning. This comprehensive Internship will be your guide to learning how to use the power of Python to analyze data, create beautiful visualizations, and use powerful machine learning algorithms!We'll teach you how to program with Python, how to create amazing data visualizations, and how to use Machine Learning with Python! Here a just a few of the topics we will be learning:Basics:Programming with Python
NumPy with Python (Learn to use NumPy for Numerical Data)
Using pandas (Data Frames to solve complex tasks, Data Analysis)
Use pandas to handle Excel Files
Use matplotlib for data visualizations (Learn to use Matplotlib for Python Plotting)
Use plotly for interactive visualizations (for interactive dynamic visualizations)Implement Machine Learning Algorithms:Machine Learning with SciKit LearnLinear Regression
K Means Clustering
Logistic Regression
Decision Trees
Random Forests
Natural Language Processing and Spam Filters
Neural Nets and Deep Learning
Support Vector Machines and much more...What You'll Receive in ReturnA certification of internship + industrial Experience
Comprehensive instruction on real Machine Learning projects
Additionally, a job offer if you meet the requirementsJob Types: Full-time, Part-time, Internship, FresherContract length: 3 monthsExpected hours: No less than 35 per week"
Associate SOC Analyst,CureMD Healthcare,/rc/clk?jk=66e6f25b4637b43d&bb=gWU1snqWskUqSELhTpTZdE0DDaom_NMTYYVNXOKzLEa_iTDxcW1UJlM6VxzGSCanl5Bha9hU2zVML1_YBJzgYwUO9OIKR3AAfrh9APtysgo%3D&xkcb=SoB767M3DbSSLeQHKx0IbzkdCdPP&fccid=31d158ce3cec7a12&vjs=3,"About Us:
 

   CureMD excels in providing advanced tools and technologies that empower healthcare professionals to make informed decisions about patient care. Our state-of-the-art solutions harness the power of data analytics, artificial intelligence, and machine learning to analyze patient information, decipher patterns, and render actionable insights. These advanced technologies equip physicians with profound insights into each patient's health, enabling them to formulate precise diagnoses, implement highly effective treatment strategies, and deliver top-quality care with ease.
 


   Job Overview:
 

   As a Level 1 SOC Analyst, your mission will be to safeguard our organization's information systems, focusing on compliance with healthcare regulations. Your role encompasses implementing advanced security measures, managing incidents, and ensuring the security of our cloud infrastructure. You'll monitor for threats, uphold data integrity, and maintain compliance with healthcare standards. This position demands a deep understanding of security protocols, cloud technologies, and regulatory requirements in healthcare, aiming to protect sensitive health data effectively.
 


   Essential Job Responsibilities:
 

 Implement and Monitor security alerts and events from Security Tools like SIEM, EDR, XDR, (preferably Azure Cloud Defender).
 Provide initial analysis and response to security incidents, including phishing attempts, malware infections, and network breaches.
 Engage in endpoint security monitoring, including the management of core Windows processes, event logs, Sysmon, and endpoint detection tools.
 Collect, analyze, and correlate security data from tools like EDR, SIEM for incident investigation and response.
 Assist senior analysts with incident response activities, including containment, eradication, and recovery.
 Document all activities, including incident tracking and report writing, to ensure accurate and timely information dissemination.
 Stay up-to-date on emerging threats and security trends through continuous learning.
 Review critical assets logs periodically to achieve security compliance.



   Required Qualifications:
 

 Bachelor's degree in IT, Computer Science, Software Engineering or in Cyber Security.
 0-1 years of experience in IT Security.
 Understanding of Cloud-based IT infrastructure.
 Good reporting, documentation and presentation skills.
 Knowledge of basic IT security concepts.



   Preferred Qualifications:
 

 Knowledge of Incident Management Processes.
 Hands-on experience with tools like MS Azure Cloud Defender, Manage Engine, or Cloudflare.
 Knowledge of SIEM solutions, EDR, or XDR.
 Certifications such as CEH, CC or CompTIA Security+.



   Compensation and Benefits:
 

 Competitive base salary and yearly bonus.
 Health benefits (Outpatient, Inpatient, Maternity).
 Provident Fund company matches up to 8% of the base salary.
 Company-sponsored trainings, workshops, education, and development programs.
 Collaborative yet fun-loving atmosphere: space that fosters employee wellbeing.
 Commuter support, supportive workspaces, gym facility, and daycare."
"Data Scientist (Machine Learning, Deep Learning, Data Sciences)",PMS Pvt.Ltd,/rc/clk?jk=05f3747b9a83c210&bb=gWU1snqWskUqSELhTpTZdLcKfLtfZSj3Zi5A_a08pNWgcBuyM0CIqNHESGqOF23Ev0HctgB02gWMoeywCyMO9Js2aCeFLDuI6uxABf_jAd8%3D&xkcb=SoD167M3DbSSLeQHKx0PbzkdCdPP&fccid=f7b047af1d554827&cmp=PMS-%28Pvt.%29-Ltd.&ti=Data+Scientist&vjs=3,"Role Overview:As a Data Scientist specializing in Machine Learning (ML), Deep Learning (DL), and Data Sciences, you will play a pivotal role in the development of AxIn, a cutting-edge cooling and energy-based Business Intelligence (BI) platform. Your primary responsibility will be collaborating closely with backend and frontend teams to create a cloud-based Actionable Insights platform tailored to Telco and Data Centers. This platform aims to empower clients with data-driven decision-making capabilities, facilitating enhanced operational efficiency and cost-effectiveness.Key Responsibilities:Designed and implemented ML/DL algorithms and statistical models to address critical issues such as fuel pilferage, asset misuse, power theft, and HVAC filter cleanliness assessments.
Develop predictive models for site outage detection, root cause analysis, and smart asset movement optimization.
Contribute significantly to mitigating risks and driving cost savings for clients.
Analyze battery, fuel, and HVAC systems data to uncover patterns and trends.
Develop tailored statistical algorithms for monthly network performance analysis, energy forecasting, and other analytical tasks.
Utilize data-driven insights to optimize power source utilization, predict energy targets, and improve overall site performance.
Developed tailored statistical algorithms for various analytical tasks, including monthly network performance analysis, smart asset movement optimization, predictive site outage detection, and root cause analysis.
Utilize data-driven insights to forecast energy targets for all power sources, optimizing power source utilization and enhancing overall site performance.
Process data from multiple APIs using Python, including solar irradiance, weather conditions, and temperature data. Ensure the development of clean and modular code for efficient data processing and integration into the AxIn platform.
Demonstrate proficiency in Python programming and libraries like NumPy, Pandas, Scikit-learn, TensorFlow, and Keras.ETL (Extract, Transform, Load) processes and data manipulation tasks
Strong understanding and hands-on experience with Apache Airflow, Spark, and other data processing frameworks.
Familiarity with cloud platforms (e.g., AWS, Azure, Google Cloud) and data visualization tools like Apache Superset is a plus.
Collaborate effectively with cross-functional teams (backend, frontend, product) to translate business needs into technical solutions.
Communicate findings clearly and concisely to stakeholders through presentations and reports.Job Type: Full-timeSalary: Up to Rs100,000.00 per monthAbility to Commute:Gujranwala (Required)Ability to Relocate:Gujranwala: Relocate before starting work (Required)"
